step,prompt,category,avg_good_prob,avg_bad_prob,log_ratio,correct,timestamp
1000,The cat,sv_agreement,0.000000,0.000000,3.6815,True,2025-12-24T16:04:12.568060
1000,The dog,sv_agreement,0.000000,0.000000,0.0749,True,2025-12-24T16:04:12.568071
1000,She,sv_agreement,0.000001,0.000000,9.2843,True,2025-12-24T16:04:12.568077
1000,The cats,sv_agreement,0.000000,0.000000,-0.0438,False,2025-12-24T16:04:12.568081
1000,They,sv_agreement,0.000000,0.000000,-6.2866,False,2025-12-24T16:04:12.568085
1000,I saw a,article,0.000000,0.000000,0.0002,True,2025-12-24T16:04:12.568090
1000,I saw an,article,0.000000,0.000000,-0.0000,False,2025-12-24T16:04:12.568094
1000,black and,collocation,0.000000,0.000000,0.0000,True,2025-12-24T16:04:12.568098
1000,up and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T16:04:12.568102
1000,day and,collocation,0.000000,0.000000,-0.0002,False,2025-12-24T16:04:12.568105
2000,The cat,sv_agreement,0.000001,0.000000,8.9676,True,2025-12-24T16:09:18.923132
2000,The dog,sv_agreement,0.000000,0.000000,6.5745,True,2025-12-24T16:09:18.923138
2000,She,sv_agreement,0.000016,0.000000,11.9966,True,2025-12-24T16:09:18.923142
2000,The cats,sv_agreement,0.000000,0.000000,7.4729,True,2025-12-24T16:09:18.923146
2000,They,sv_agreement,0.000000,0.000022,-11.7131,False,2025-12-24T16:09:18.923151
2000,I saw a,article,0.000000,0.000000,0.0000,True,2025-12-24T16:09:18.923155
2000,I saw an,article,0.000000,0.000000,-0.0000,False,2025-12-24T16:09:18.923159
2000,black and,collocation,0.000000,0.000000,0.0000,True,2025-12-24T16:09:18.923163
2000,up and,collocation,0.000000,0.000000,-0.0003,False,2025-12-24T16:09:18.923168
2000,day and,collocation,0.000000,0.000000,-0.0040,False,2025-12-24T16:09:18.923173
3000,The cat,sv_agreement,0.000000,0.000000,2.0695,True,2025-12-24T16:23:30.764385
3000,The dog,sv_agreement,0.000000,0.000000,3.1452,True,2025-12-24T16:23:30.764395
3000,She,sv_agreement,0.000001,0.000000,9.2119,True,2025-12-24T16:23:30.764400
3000,The cats,sv_agreement,0.000000,0.000000,1.9956,True,2025-12-24T16:23:30.764404
3000,They,sv_agreement,0.000000,0.000022,-7.3724,False,2025-12-24T16:23:30.764408
3000,I saw a,article,0.000003,0.000000,10.3187,True,2025-12-24T16:23:30.764412
3000,I saw an,article,0.000000,0.000000,-0.0000,False,2025-12-24T16:23:30.764416
3000,black and,collocation,0.000000,0.000000,0.0000,True,2025-12-24T16:23:30.764420
3000,up and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T16:23:30.764423
3000,day and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T16:23:30.764427
4000,The cat,sv_agreement,0.000000,0.000000,7.1555,True,2025-12-24T16:40:28.707787
4000,The dog,sv_agreement,0.000000,0.000000,4.4198,True,2025-12-24T16:40:28.707792
4000,She,sv_agreement,0.000451,0.000000,15.3207,True,2025-12-24T16:40:28.707796
4000,The cats,sv_agreement,0.000000,0.000000,7.0754,True,2025-12-24T16:40:28.707800
4000,They,sv_agreement,0.000000,0.000014,-5.2342,False,2025-12-24T16:40:28.707804
4000,I saw a,article,0.000000,0.000000,7.0470,True,2025-12-24T16:40:28.707808
4000,I saw an,article,0.000000,0.000000,0.0000,False,2025-12-24T16:40:28.707813
4000,black and,collocation,0.000000,0.000000,0.0000,True,2025-12-24T16:40:28.707817
4000,up and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T16:40:28.707821
4000,day and,collocation,0.000000,0.000000,-0.0007,False,2025-12-24T16:40:28.707826
5000,The cat,sv_agreement,0.000000,0.000000,2.2770,True,2025-12-24T16:57:26.810575
5000,The dog,sv_agreement,0.000000,0.000000,0.8855,True,2025-12-24T16:57:26.810580
5000,She,sv_agreement,0.000000,0.000000,7.5908,True,2025-12-24T16:57:26.810584
5000,The cats,sv_agreement,0.000000,0.000000,-3.2907,False,2025-12-24T16:57:26.810588
5000,They,sv_agreement,0.000000,0.000037,-8.1691,False,2025-12-24T16:57:26.810592
5000,I saw a,article,0.000000,0.000000,5.1229,True,2025-12-24T16:57:26.810595
5000,I saw an,article,0.000000,0.000000,0.0000,False,2025-12-24T16:57:26.810599
5000,black and,collocation,0.000000,0.000000,0.0000,True,2025-12-24T16:57:26.810603
5000,up and,collocation,0.000000,0.000000,-0.0001,False,2025-12-24T16:57:26.810607
5000,day and,collocation,0.000000,0.000000,-0.0003,False,2025-12-24T16:57:26.810610
6000,The cat,sv_agreement,0.000000,0.000000,0.0294,True,2025-12-24T17:14:24.516010
6000,The dog,sv_agreement,0.000000,0.000000,3.2229,True,2025-12-24T17:14:24.516016
6000,She,sv_agreement,0.000006,0.000000,10.2207,True,2025-12-24T17:14:24.516020
6000,The cats,sv_agreement,0.000000,0.000000,-3.7741,False,2025-12-24T17:14:24.516023
6000,They,sv_agreement,0.000007,0.000043,-1.8184,False,2025-12-24T17:14:24.516027
6000,I saw a,article,0.000000,0.000000,0.0229,True,2025-12-24T17:14:24.516033
6000,I saw an,article,0.000000,0.000000,0.0000,False,2025-12-24T17:14:24.516037
6000,black and,collocation,0.000000,0.000000,0.0000,True,2025-12-24T17:14:24.516040
6000,up and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T17:14:24.516044
6000,day and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T17:14:24.516048
7000,The cat,sv_agreement,0.000047,0.000000,12.9583,True,2025-12-24T17:31:22.023849
7000,The dog,sv_agreement,0.086730,0.000000,20.2867,True,2025-12-24T17:31:22.023854
7000,She,sv_agreement,0.000198,0.000000,14.4476,True,2025-12-24T17:31:22.023858
7000,The cats,sv_agreement,0.000000,0.000123,-11.1959,False,2025-12-24T17:31:22.023862
7000,They,sv_agreement,0.000002,0.000046,-3.1177,False,2025-12-24T17:31:22.023866
7000,I saw a,article,0.000000,0.000000,0.5443,True,2025-12-24T17:31:22.023870
7000,I saw an,article,0.000000,0.000000,0.0000,True,2025-12-24T17:31:22.023876
7000,black and,collocation,0.000000,0.000000,0.0003,True,2025-12-24T17:31:22.023879
7000,up and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T17:31:22.023883
7000,day and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T17:31:22.023886
8000,The cat,sv_agreement,0.000000,0.000000,5.4640,True,2025-12-24T17:48:19.482379
8000,The dog,sv_agreement,0.000000,0.000000,6.2869,True,2025-12-24T17:48:19.482385
8000,She,sv_agreement,0.000004,0.000010,-0.8983,False,2025-12-24T17:48:19.482389
8000,The cats,sv_agreement,0.000000,0.000000,-4.4045,False,2025-12-24T17:48:19.482393
8000,They,sv_agreement,0.000000,0.000000,1.1843,True,2025-12-24T17:48:19.482397
8000,I saw a,article,0.000000,0.000000,1.0809,True,2025-12-24T17:48:19.482402
8000,I saw an,article,0.000000,0.000000,-0.0000,False,2025-12-24T17:48:19.482405
8000,black and,collocation,0.000000,0.000000,0.0000,True,2025-12-24T17:48:19.482409
8000,up and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T17:48:19.482413
8000,day and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T17:48:19.482417
9000,The cat,sv_agreement,0.000000,0.000000,2.3032,True,2025-12-24T18:05:16.896927
9000,The dog,sv_agreement,0.000000,0.000000,0.2899,True,2025-12-24T18:05:16.896934
9000,She,sv_agreement,0.000000,0.000000,2.8756,True,2025-12-24T18:05:16.896938
9000,The cats,sv_agreement,0.000000,0.000000,-0.0383,False,2025-12-24T18:05:16.896942
9000,They,sv_agreement,0.000000,0.000000,-2.1610,False,2025-12-24T18:05:16.896946
9000,I saw a,article,0.000000,0.000000,0.0015,True,2025-12-24T18:05:16.896950
9000,I saw an,article,0.000000,0.000000,-0.0000,False,2025-12-24T18:05:16.896954
9000,black and,collocation,0.000000,0.000000,0.0000,True,2025-12-24T18:05:16.896958
9000,up and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T18:05:16.896961
9000,day and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T18:05:16.896965
10000,The cat,sv_agreement,0.000000,0.000000,3.1812,True,2025-12-24T18:22:14.099610
10000,The dog,sv_agreement,0.000000,0.000000,0.2141,True,2025-12-24T18:22:14.099631
10000,She,sv_agreement,0.000000,0.000000,5.4255,True,2025-12-24T18:22:14.099636
10000,The cats,sv_agreement,0.000000,0.000000,-0.0008,False,2025-12-24T18:22:14.099640
10000,They,sv_agreement,0.000000,0.000000,-1.6163,False,2025-12-24T18:22:14.099644
10000,I saw a,article,0.000000,0.000000,0.0018,True,2025-12-24T18:22:14.099648
10000,I saw an,article,0.000000,0.000000,0.0000,False,2025-12-24T18:22:14.099652
10000,black and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T18:22:14.099656
10000,up and,collocation,0.000000,0.000000,-0.0000,False,2025-12-24T18:22:14.099660
10000,day and,collocation,0.000000,0.000000,-0.0224,False,2025-12-24T18:22:14.099664
11000,The cat,sv_agreement,0.000000,0.000000,1.8559,True,2025-12-24T18:39:11.005803
