step,prompt,category,avg_good_prob,avg_bad_prob,log_ratio,correct,timestamp
1000,2 + 2 =,arithmetic,0.000000,0.000000,-3.0597,False,2025-12-28T06:45:08.837872
1000,5 + 3 =,arithmetic,0.000000,0.000000,-0.0908,False,2025-12-28T06:45:08.837880
1000,La capitale de la France est,knowledge,0.000000,0.000000,0.0000,True,2025-12-28T06:45:08.837885
1000,Le soleil se lève à l',knowledge,0.851175,0.000000,22.8647,True,2025-12-28T06:45:08.837890
1000,Le contraire de chaud est,semantic,0.000000,0.000000,0.0000,False,2025-12-28T06:45:08.837896
1000,Le contraire de grand est,semantic,0.000000,0.000000,0.0000,True,2025-12-28T06:45:08.837901
1000,Chien est à chiot comme chat est à,analogy,0.000000,0.000000,0.0001,False,2025-12-28T06:45:08.837905
1000,Roi est à reine comme homme est à,analogy,0.000000,0.000000,0.0000,True,2025-12-28T06:45:08.837910
2000,2 + 2 =,arithmetic,0.000000,0.000003,-2.6961,False,2025-12-28T07:15:02.487914
2000,5 + 3 =,arithmetic,0.000241,0.000119,0.7074,False,2025-12-28T07:15:02.487921
2000,La capitale de la France est,knowledge,0.000000,0.000000,0.0000,True,2025-12-28T07:15:02.487926
2000,Le soleil se lève à l',knowledge,0.932900,0.000000,22.9564,True,2025-12-28T07:15:02.487931
2000,Le contraire de chaud est,semantic,0.000000,0.000000,-0.0000,False,2025-12-28T07:15:02.487936
2000,Le contraire de grand est,semantic,0.000000,0.000000,0.0000,False,2025-12-28T07:15:02.487941
2000,Chien est à chiot comme chat est à,analogy,0.000000,0.000000,0.0000,False,2025-12-28T07:15:02.487945
2000,Roi est à reine comme homme est à,analogy,0.000000,0.000000,0.0000,True,2025-12-28T07:15:02.487950
3000,2 + 2 =,arithmetic,0.000380,0.006266,-2.8020,False,2025-12-28T07:44:45.851494
3000,5 + 3 =,arithmetic,0.003433,0.006834,-0.6883,False,2025-12-28T07:44:45.851501
3000,La capitale de la France est,knowledge,0.000000,0.000000,0.0000,True,2025-12-28T07:44:45.851506
3000,Le soleil se lève à l',knowledge,0.022153,0.000000,19.2161,True,2025-12-28T07:44:45.851511
3000,Le contraire de chaud est,semantic,0.000000,0.000000,0.0000,True,2025-12-28T07:44:45.851517
3000,Le contraire de grand est,semantic,0.000000,0.000000,-0.0000,False,2025-12-28T07:44:45.851522
3000,Chien est à chiot comme chat est à,analogy,0.000000,0.000000,0.0000,False,2025-12-28T07:44:45.851526
3000,Roi est à reine comme homme est à,analogy,0.000000,0.000000,0.0000,False,2025-12-28T07:44:45.851531
4000,2 + 2 =,arithmetic,0.002307,0.002840,-0.2081,False,2025-12-28T08:14:29.289132
4000,5 + 3 =,arithmetic,0.000062,0.010866,-5.1612,False,2025-12-28T08:14:29.289139
4000,La capitale de la France est,knowledge,0.000000,0.000000,0.0000,True,2025-12-28T08:14:29.289144
4000,Le soleil se lève à l',knowledge,0.990427,0.000000,23.0162,True,2025-12-28T08:14:29.289149
4000,Le contraire de chaud est,semantic,0.000000,0.000000,0.0000,True,2025-12-28T08:14:29.289154
4000,Le contraire de grand est,semantic,0.000000,0.000000,0.0000,False,2025-12-28T08:14:29.289159
4000,Chien est à chiot comme chat est à,analogy,0.000000,0.000000,0.0000,False,2025-12-28T08:14:29.289163
4000,Roi est à reine comme homme est à,analogy,0.000000,0.000000,0.0000,True,2025-12-28T08:14:29.289168
5000,2 + 2 =,arithmetic,0.030604,0.226269,-2.0006,False,2025-12-28T08:44:15.995038
5000,5 + 3 =,arithmetic,0.000044,0.298835,-8.8224,False,2025-12-28T08:44:15.995045
5000,La capitale de la France est,knowledge,0.000000,0.000000,0.0000,True,2025-12-28T08:44:15.995049
5000,Le soleil se lève à l',knowledge,0.996240,0.000000,23.0221,True,2025-12-28T08:44:15.995054
5000,Le contraire de chaud est,semantic,0.000000,0.000000,0.0000,False,2025-12-28T08:44:15.995060
5000,Le contraire de grand est,semantic,0.000000,0.000000,-0.0000,False,2025-12-28T08:44:15.995065
5000,Chien est à chiot comme chat est à,analogy,0.000000,0.000000,0.0000,False,2025-12-28T08:44:15.995069
5000,Roi est à reine comme homme est à,analogy,0.000000,0.000000,0.0000,True,2025-12-28T08:44:15.995074
6000,2 + 2 =,arithmetic,0.000001,0.000010,-2.4600,False,2025-12-28T09:14:00.988564
6000,5 + 3 =,arithmetic,0.000000,0.000009,-2.9966,False,2025-12-28T09:14:00.988571
6000,La capitale de la France est,knowledge,0.000000,0.000000,0.0000,True,2025-12-28T09:14:00.988576
6000,Le soleil se lève à l',knowledge,0.995638,0.000000,23.0215,True,2025-12-28T09:14:00.988581
6000,Le contraire de chaud est,semantic,0.000000,0.000000,0.0000,False,2025-12-28T09:14:00.988586
6000,Le contraire de grand est,semantic,0.000000,0.000000,0.0000,False,2025-12-28T09:14:00.988591
6000,Chien est à chiot comme chat est à,analogy,0.000000,0.000000,0.0000,False,2025-12-28T09:14:00.988595
6000,Roi est à reine comme homme est à,analogy,0.000000,0.000000,0.0000,True,2025-12-28T09:14:00.988600
7000,2 + 2 =,arithmetic,0.000000,0.000000,0.0631,True,2025-12-28T09:43:42.180763
7000,5 + 3 =,arithmetic,0.000000,0.000000,-0.0363,False,2025-12-28T09:43:42.180771
7000,La capitale de la France est,knowledge,0.000000,0.000000,0.0000,True,2025-12-28T09:43:42.180776
7000,Le soleil se lève à l',knowledge,0.854352,0.000000,22.8684,True,2025-12-28T09:43:42.180780
7000,Le contraire de chaud est,semantic,0.000000,0.000000,0.0000,True,2025-12-28T09:43:42.180786
7000,Le contraire de grand est,semantic,0.000000,0.000000,0.0000,True,2025-12-28T09:43:42.180791
7000,Chien est à chiot comme chat est à,analogy,0.000000,0.000000,0.0000,False,2025-12-28T09:43:42.180795
7000,Roi est à reine comme homme est à,analogy,0.000000,0.000000,0.0000,True,2025-12-28T09:43:42.180800
8000,2 + 2 =,arithmetic,0.000007,0.000000,3.2313,True,2025-12-28T10:13:20.473843
8000,5 + 3 =,arithmetic,0.000000,0.000000,4.7160,True,2025-12-28T10:13:20.473851
8000,La capitale de la France est,knowledge,0.000000,0.000000,0.0000,True,2025-12-28T10:13:20.473855
8000,Le soleil se lève à l',knowledge,0.975793,0.000000,23.0013,True,2025-12-28T10:13:20.473860
